"speciesCode","comName","sciName","locId","locName","obsDt","howMany","lat","lng","obsValid","obsReviewed","locationPrivate","subId","idu"
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L808551","Ocean Drive--Bree-Zee-Lee Marina","2017-05-26 20:00",1,38.954403,-74.8847759,TRUE,FALSE,FALSE,"S37262393",56
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-05-27 20:35",2,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S37194731",57
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L454320","Hatfield Swamp IBA--Great Piece Meadow","2017-05-28 19:50",30,40.8853726,-74.3293762,TRUE,FALSE,FALSE,"S37232026",58
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L209724","Lord Stirling Park","2017-05-29 19:45",3,40.6951161,-74.5205601,TRUE,FALSE,FALSE,"S37253941",59
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2017-05-30 20:30",3,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S37279632",60
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2017-05-31 20:45",30,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S37476843",61
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389013","Meadowlands IBA--Mill Creek Point","2017-06-01 19:48",6,40.8065667,-74.0447833,TRUE,FALSE,FALSE,"S37323496",62
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2017-06-02 20:25",12,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S37355774",63
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211826","Jake's Landing","2017-06-03 21:20",1,39.1795653,-74.8510244,TRUE,FALSE,FALSE,"S37398800",64
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L92448","Edwin B. Forsythe NWR--Wildlife Drive (8-mile auto tour loop only)","2017-06-04 20:14",0,39.464298,-74.417612,TRUE,FALSE,FALSE,"S37390679",65
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5938143","NJ-495 W, North Bergen US-NJ (40.7785,-74.0478)","2017-06-05 18:45",4,40.778468,-74.047774,TRUE,FALSE,TRUE,"S37411279",66
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L753386","Troy Meadows Natural Area","2017-06-06 18:13",20,40.8441386,-74.3708324,TRUE,FALSE,FALSE,"S40114559",67
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L278379","Alloway Creek Restoration Site","2017-06-07 20:35",0,39.5220185,-75.5112863,TRUE,FALSE,FALSE,"S37460484",68
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L157037","Kimble's Beach and Road","2017-06-08 20:33",4,39.1049766,-74.8948436,TRUE,FALSE,FALSE,"S37511281",69
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L4493600","Bicentennial Park","2017-06-09 19:45",4,40.4378836,-74.4609278,TRUE,FALSE,FALSE,"S37496556",70
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L4485309","Cloverdale Farm","2017-06-10 19:25",6,39.7567253,-74.2790794,TRUE,FALSE,FALSE,"S37522374",71
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2719536","Edwin B. Forsythe NWR--Jen's Trail","2017-06-11 20:47",6,39.4804771,-74.4350231,TRUE,FALSE,FALSE,"S37546670",72
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L92447","Edwin B. Forsythe NWR--Visitor Center","2017-06-12 19:07",4,39.4648594,-74.4506477,TRUE,FALSE,FALSE,"S37629983",73
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-06-13 20:09",23,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S37578593",74
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L275261","Stevens Street-yard","2017-06-14 20:40",20,38.9417118,-74.9477327,TRUE,FALSE,TRUE,"S37596195",75
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1128743","Mercer Corporate Park, Robbinsville","2017-06-15 19:32",300,40.1875596,-74.5894003,TRUE,FALSE,FALSE,"S37614114",76
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5807981","Cliffwood Beach, Lakeshore Dr (housing area)","2017-06-16 20:13",2,40.446582,-74.22249,TRUE,FALSE,TRUE,"S37631428",77
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1128743","Mercer Corporate Park, Robbinsville","2017-06-17 20:15",7,40.1875596,-74.5894003,TRUE,FALSE,FALSE,"S37653312",78
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5992227","US-New Jersey-683-699 West Park Avenue - 40.267x-74.037 - Jun 18, 2017 9:16 PM","2017-06-18 18:55",8,40.2669802,-74.0365628,TRUE,FALSE,TRUE,"S37672842",79
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109133","Edwin B. Forsythe NWR (formerly Brig)","2017-06-19 17:37",30,39.465,-74.4477778,TRUE,FALSE,FALSE,"S37688811",80
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-06-20 20:18",6,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S37726284",81
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L165904","Stow Neck Rd (& Long Bridge Rd)","2017-06-21 20:00",0,39.434006,-75.42219,TRUE,FALSE,FALSE,"S37729777",82
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L405289","Hartshorne Woods","2017-06-22 19:57",10,40.3905951,-73.9890361,TRUE,FALSE,FALSE,"S37765095",83
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L693098","Delaware Water Gap NRA--Thunder Mountain Rd. & Ridge Rd.","2017-06-23 20:16",0,41.1867125,-74.8658395,TRUE,FALSE,FALSE,"S37928824",84
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3135375","Boat launch, Seaview Ave., Linwood, NJ","2017-06-24 20:36",3,39.3334344,-74.5730925,TRUE,FALSE,TRUE,"S37954838",85
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2985918","Nevius St. Bridge","2017-06-25 18:51",2,40.564719,-74.635668,TRUE,FALSE,TRUE,"S37801165",86
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L456110","Negri-Nepote Grasslands","2017-06-26 19:15",6,40.47087,-74.5229955,TRUE,FALSE,FALSE,"S37837719",87
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1918109","Maria B. Greenwald/Pennypacker Park","2017-06-27 19:30",1,39.9064443,-75.0263643,TRUE,FALSE,FALSE,"S37913424",88
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6032040","Carranza Road bridge","2017-06-28 20:10",0,39.7511494,-74.5850229,TRUE,FALSE,TRUE,"S37865235",89
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L628196","Country Farms Lake - Marlton","2017-06-29 19:20",6,39.9097926,-74.8980907,TRUE,FALSE,TRUE,"S37898247",90
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3972695","Stanley H. 'Tip' Seaman County Park","2017-06-30 20:22",2,39.6030017,-74.346655,TRUE,FALSE,FALSE,"S37893097",91
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2985918","Nevius St. Bridge","2017-07-01 19:36",2,40.564719,-74.635668,TRUE,FALSE,TRUE,"S37916050",92
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6047395","1919 Bay Blvd, Toms River US-NJ (39.9569,-74.0791)","2017-07-02 23:03",1,39.956893,-74.079112,TRUE,FALSE,TRUE,"S37938524",93
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-03 19:43",7,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S37955369",94
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L272616","Mannington Marsh","2017-07-04 20:38",0,39.6125321,-75.4250026,TRUE,FALSE,FALSE,"S37975417",95
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-05 20:20",15,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S38623261",96
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-06 19:18",2,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S38007575",97
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L275261","Stevens Street-yard","2017-07-07 20:45",16,38.9417118,-74.9477327,TRUE,FALSE,TRUE,"S38022342",98
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-08 19:49",45,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S38040011",99
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6147204","Featherbed Ln","2017-07-09 20:02",9,39.676181,-75.351743,TRUE,FALSE,TRUE,"S38450233",100
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L612924","Avalon marshes","2017-07-10 19:43",4,39.0951636,-74.7478867,TRUE,FALSE,FALSE,"S38079501",101
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5742403","US-NJ-East Hanover-120 Eagle Rock Ave - 40.8326x-74.3348","2017-07-11 23:24",1,40.832641,-74.33484,TRUE,FALSE,TRUE,"S38138060",102
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L285931","Tuckahoe WMA (Cape May Co.)","2017-07-12 20:24",20,39.2855132,-74.7241616,TRUE,FALSE,FALSE,"S38109127",103
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L766898","Allamuchy Mountain SP IBA (Sussex)","2017-07-13 19:40",3,40.9326441,-74.7546673,TRUE,FALSE,FALSE,"S38121371",104
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L4238001","IX Furler Street/Union Blvd.","2017-07-14 16:45",8,40.8949008,-74.2252904,TRUE,FALSE,TRUE,"S38133390",105
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L295681","Wallkill River NWR--Wood Duck Trail","2017-07-15 19:16",15,41.1938585,-74.5857215,TRUE,FALSE,FALSE,"S38151986",106
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L752584","Shark River Inlet","2017-07-16 20:05",2,40.1871294,-74.0080422,TRUE,FALSE,FALSE,"S38175539",107
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2190723","Mary Patrick Park","2017-07-17 18:21",7,41.090823,-74.176156,TRUE,FALSE,FALSE,"S38194193",108
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L285931","Tuckahoe WMA (Cape May Co.)","2017-07-18 19:34",8,39.2855132,-74.7241616,TRUE,FALSE,FALSE,"S38213030",109
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L5734471","Cliffwood Beach, Lakeshore Dr (wetlands)","2017-07-19 19:30",12,40.449117,-74.220282,TRUE,FALSE,TRUE,"S38224300",110
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6008694","Intracoastal Waterway, Lower US-NJ (38.9758,-74.8558)","2017-07-20 20:00",20,38.975759,-74.8558,TRUE,FALSE,TRUE,"S38243218",111
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-21 19:42",20,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S38255792",112
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1255151","Cliffwood Beach Waterfront Park","2017-07-22 18:31",8,40.4521679,-74.2277312,TRUE,FALSE,FALSE,"S38273334",113
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1441936","Florham Park Fields","2017-07-23 19:39",3,40.7916633,-74.4022847,TRUE,FALSE,FALSE,"S38377017",114
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L6122184","960 Ocean Dr, Lower US-NJ (38.9565,-74.8860)","2017-07-24 18:59",5,38.956536,-74.886024,TRUE,FALSE,TRUE,"S38314101",115
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1361962","home","2017-07-25 19:25",1,39.9334177,-74.1570689,TRUE,FALSE,TRUE,"S38322833",116
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1588962","Deerhaven Lake - Newark Watershed","2017-07-26 22:15",3,41.0398081,-74.4471788,TRUE,FALSE,FALSE,"S38342777",117
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389007","Richard W. DeKorte Park","2017-07-27 19:00",1,40.7833,-74.1025167,TRUE,FALSE,FALSE,"S38354644",118
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1842340","Millstone River Impoundment","2017-07-28 20:00",2,40.3398141,-74.6306008,TRUE,FALSE,FALSE,"S38365606",119
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L109136","Cape Island--South Cape May Meadows (SCMM)","2017-07-29 19:30",8,38.9359287,-74.9434519,TRUE,FALSE,FALSE,"S38381657",120
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L386375","Abbotts Meadow WMA (& Rd)","2017-07-30 19:48",0,39.5144538,-75.4792821,TRUE,FALSE,FALSE,"S38400483",121
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2096472","Lincoln Park Gravel Pits","2017-07-31 18:10",6,40.9380259,-74.2917824,TRUE,FALSE,FALSE,"S38422465",122
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1923059","Will-O-Dell Lake","2017-08-01 19:30",1,39.7999015,-75.2420723,TRUE,FALSE,TRUE,"S38437043",123
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1128743","Mercer Corporate Park, Robbinsville","2017-08-02 19:49",16,40.1875596,-74.5894003,TRUE,FALSE,FALSE,"S38452922",124
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L3920303","Swartswood SP","2017-08-03 18:45",5,41.0737199,-74.8131695,TRUE,FALSE,FALSE,"S38538534",125
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L304199","Double Trouble SP","2017-08-04 18:45",5,39.8972894,-74.2222633,TRUE,FALSE,FALSE,"S38480178",126
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L304811","Walker Avenue Wetlands","2017-08-05 19:00",4,40.9257625,-74.2854102,TRUE,FALSE,FALSE,"S38497458",127
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L389007","Richard W. DeKorte Park","2017-08-06 19:37",0,40.7833,-74.1025167,TRUE,FALSE,FALSE,"S38520556",128
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1923059","Will-O-Dell Lake","2017-08-07 19:19",3,39.7999015,-75.2420723,TRUE,FALSE,TRUE,"S38533371",129
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2017-08-08 18:44",150,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S38550101",130
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L278937","Pemberton Lake WMA","2017-08-09 18:57",3,39.957325,-74.6691547,TRUE,FALSE,FALSE,"S38564956",131
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2017-08-10 19:09",100,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S38581571",132
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2333084","E Woodland Ave Yard","2017-08-11 17:22",1,39.096409,-74.8694412,TRUE,FALSE,TRUE,"S38611182",133
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L92448","Edwin B. Forsythe NWR--Wildlife Drive (8-mile auto tour loop only)","2017-08-12 18:42",0,39.464298,-74.417612,TRUE,FALSE,FALSE,"S38612744",134
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1674367","Pointers-Auburn Rd","2017-08-13 19:22",0,39.660187,-75.4093342,TRUE,FALSE,TRUE,"S38631108",135
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L2332709","house at Barnegat Light","2017-08-14 18:29",5,39.7455,-74.1202,TRUE,FALSE,TRUE,"S38647078",136
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L1836886","Raccoon Creek","2017-08-15 18:03",100,39.7868096,-75.360899,TRUE,FALSE,FALSE,"S38663275",137
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L753386","Troy Meadows Natural Area","2017-08-16 17:29",1,40.8441386,-74.3708324,TRUE,FALSE,FALSE,"S38677648",138
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L92443","Cape Island--CMPSP--Hawkwatch Platform","2017-08-17 18:40",1,38.9328558,-74.9579416,TRUE,FALSE,FALSE,"S38691720",139
"rewbla","Red-winged Blackbird","Agelaius phoeniceus","L211914","Nummy Island","2017-08-18 17:38",2,39.0365891,-74.7912741,TRUE,FALSE,FALSE,"S38704860",140
